"repo","skill","group","path","status","trigger","bytes","desc_tokens","skill_tokens","description"
"Owl-Listener/designer-skills","animation-principles","interaction-design/skills","interaction-design/skills/animation-principles","absent","auto","2011","69","503","Apply animation principles — easing, staging, follow-through — to one specific UI motion. Use when tuning how an animation feels. For product-wide duration and easing tokens use `motion-system` (design-systems); for a full interaction spec use `micro-interaction-spec`."
"Owl-Listener/designer-skills","behavioural-analytics","design-research/skills","design-research/skills/behavioural-analytics","absent","auto","7566","86","970","Read funnels, retention curves, and event data as a designer — separating a design problem from a tracking artefact. Use when handed product data you did not design and asked why people drop off. For choosing what to measure, use `metrics-definition` (ux-strategy); for running a controlled test, use `a-b-test-design` (prototyping-testing)."
"Owl-Listener/designer-skills","business-design","ux-strategy/skills","ux-strategy/skills/business-design","absent","auto","4438","58","1110","Read financials, map competitive landscapes, and argue design decisions in the language of value. Use when defending design to commercial stakeholders. For the live negotiation itself, use `design-negotiation` (designer-toolkit)."
"Owl-Listener/designer-skills","card-sort-analysis","design-research/skills","design-research/skills/card-sort-analysis","absent","auto","1167","52","292","Analyse open or closed card sort results into a proposed grouping and label set. Use after running a sort study. For turning that evidence into a full structure, use `information-architecture` (ux-strategy)."
"Owl-Listener/designer-skills","case-study","designer-toolkit/skills","designer-toolkit/skills/case-study","absent","auto","2151","50","538","Craft a portfolio case study with narrative arc, process evidence, and outcomes. Use when telling a project's story to an external audience. For an internal stakeholder deck, use `presentation-deck`."
"Owl-Listener/designer-skills","click-test-plan","prototyping-testing/skills","prototyping-testing/skills/click-test-plan","absent","auto","1741","44","436","Design first-click and click tests for findability and navigation. Use when testing whether people can locate something. For full task-based observation, use `test-scenario`."
"Owl-Listener/designer-skills","color-system","ui-design/skills","ui-design/skills/color-system","absent","auto","1716","78","429","Build a product colour system — tonal scales, semantic roles, and contrast compliance. Use when defining or rebuilding colour from scratch. For dark-mode adaptation use `dark-mode-design`; for chart palettes use `data-visualization`; for multi-brand token architecture use `theming-system` (design-systems)."
"Owl-Listener/designer-skills","competitive-analysis","ux-strategy/skills","ux-strategy/skills/competitive-analysis","absent","auto","1492","52","373","Compare UX patterns, features, strengths, and gaps across rival products. Use when you need to know what others actually do. For deliberately adopting their conventions, use `jakobs-law` (interaction-design)."
"Owl-Listener/designer-skills","component-spec","design-systems/skills","design-systems/skills/component-spec","absent","auto","1367","59","342","Specify one component — props, states, variants, accessibility, and usage rules. Use when defining a library component. For the reusable doc scaffold use `documentation-template`; for a problem-solution pattern use `pattern-library`."
"Owl-Listener/designer-skills","concept-selection","prototyping-testing/skills","prototyping-testing/skills/concept-selection","absent","auto","3464","80","866","Choose between competing concepts against criteria fixed in advance, and record what each rejected concept was testing. Use when several directions are alive and one has to win. For picking which problem to work on, use `opportunity-framework` (ux-strategy); for deciding by production traffic, use `a-b-test-design`."
"Owl-Listener/designer-skills","content-strategy","ux-strategy/skills","ux-strategy/skills/content-strategy","clash","auto","3467","60","867","Define what content a product needs, how it is structured, and who owns it. Use when content itself is the problem. For the words in the interface use `ux-writing` (designer-toolkit); for structural hierarchy use `information-architecture`."
"Owl-Listener/designer-skills","conversational-ux","interaction-design/skills","interaction-design/skills/conversational-ux","absent","auto","7264","52","1816","Design voice and conversational interfaces — dialog flows, error recovery, and persona. Use when the interface speaks and listens rather than being tapped. For graphical input collection, use `form-design`."
"Owl-Listener/designer-skills","critique-affordance","visual-critique/skills","visual-critique/skills/critique-affordance","absent","auto","3288","63","822","Critique a rendered screen's affordances — what looks clickable, state visibility, CTA clarity, and action discoverability. Use when reviewing an existing screen. For sizing and positioning targets in new work, use `fitts-law` (interaction-design)."
"Owl-Listener/designer-skills","critique-brand-consistency","visual-critique/skills","visual-critique/skills/critique-brand-consistency","absent","auto","2956","54","739","Critique a rendered screen against mood.md, voice.md, and tokens.md. Use when those brand files exist and you are checking compliance. For defining the visual language itself, use `illustration-style` (ui-design)."
"Owl-Listener/designer-skills","critique-color","visual-critique/skills","visual-critique/skills/critique-color","absent","auto","3222","65","806","Critique a rendered screen's colour — contrast ratios, palette coherence, and semantic meaning. Use when reviewing one screen. For a product-wide WCAG audit use `accessibility-audit` (design-systems); for building the palette use `color-system` (ui-design)."
"Owl-Listener/designer-skills","critique-composition","visual-critique/skills","visual-critique/skills/critique-composition","absent","auto","3153","55","789","Critique a rendered screen's composition — balance, whitespace, rhythm, and gestalt grouping. Use when a layout feels off but hierarchy is fine. For emphasis and eye flow specifically, use `critique-visual-hierarchy`."
"Owl-Listener/designer-skills","critique-information-density","visual-critique/skills","visual-critique/skills/critique-information-density","absent","auto","3457","62","865","Critique a rendered screen's density — cognitive load, content prioritisation, scanning patterns, and progressive disclosure. Use when a screen feels overwhelming. For the underlying choice-count principle, use `hicks-law` (interaction-design)."
"Owl-Listener/designer-skills","critique-typography","visual-critique/skills","visual-critique/skills/critique-typography","absent","auto","3380","52","845","Critique a rendered screen's typography — scale usage, readability, consistency, and token compliance. Use when reviewing type on a screen. For defining the scale itself, use `typography-scale` (ui-design)."
"Owl-Listener/designer-skills","critique-visual-hierarchy","visual-critique/skills","visual-critique/skills/critique-visual-hierarchy","absent","auto","2493","56","624","Critique a rendered screen's hierarchy — entry point, eye flow, weight distribution, and emphasis. Use when attention lands in the wrong place. For establishing hierarchy in new work, use `visual-hierarchy` (ui-design)."
"Owl-Listener/designer-skills","dark-mode-design","ui-design/skills","ui-design/skills/dark-mode-design","absent","auto","1757","55","440","Adapt an existing palette to dark mode — surface elevation, contrast rebalancing, and desaturation rules. Use when you already have a light palette to translate. For building the base palette first, use `color-system`."
"Owl-Listener/designer-skills","data-visualization","ui-design/skills","ui-design/skills/data-visualization","absent","auto","2100","60","525","Select chart types and design data encodings — marks, axes, labels, and accessible chart styling. Use when presenting data graphically. Owns chart selection and encoding only; the categorical colour ramp itself belongs to `color-system`."
"Owl-Listener/designer-skills","design-brief","ux-strategy/skills","ux-strategy/skills/design-brief","absent","auto","1255","58","314","Write a project brief — problem space, constraints, audience, and success criteria. Use at kickoff for one specific project. For long-horizon aspiration use `north-star-vision`; for reusable decision rules use `design-principles`."
"Owl-Listener/designer-skills","design-critique","design-ops/skills","design-ops/skills/design-critique","absent","auto","2106","55","527","Facilitate a structured team critique — framing, feedback rules, and actionable outcomes. Use when running a session with people in the room. For a solo expert review, use `heuristic-evaluation` (prototyping-testing)."
"Owl-Listener/designer-skills","design-debt-audit","design-ops/skills","design-ops/skills/design-debt-audit","absent","auto","4716","63","1179","Inventory and prioritise accumulated design inconsistencies across a product. Use when drift has built up over time. For token coverage specifically use `design-token-audit` (designer-toolkit); for WCAG gaps use `accessibility-audit` (design-systems)."
"Owl-Listener/designer-skills","design-impact-reporting","design-ops/skills","design-ops/skills/design-impact-reporting","absent","auto","4889","52","1223","Communicate design's contribution to business and user outcomes in stakeholder language. Use when reporting results upward. For choosing the metrics in the first place, use `metrics-definition` (ux-strategy)."
"Owl-Listener/designer-skills","design-negotiation","designer-toolkit/skills","designer-toolkit/skills/design-negotiation","absent","auto","5664","55","1416","Advocate for design quality, scope, and timeline with partners and leadership using evidence and shared goals. Use in the conversation itself. For the commercial vocabulary behind it, use `business-design` (ux-strategy)."
"Owl-Listener/designer-skills","design-principles","ux-strategy/skills","ux-strategy/skills/design-principles","absent","auto","1238","46","310","Define actionable principles that resolve trade-offs when the team disagrees. Use when the same decisions keep getting relitigated. For a single project's framing, use `design-brief`."
"Owl-Listener/designer-skills","design-qa-checklist","design-ops/skills","design-ops/skills/design-qa-checklist","absent","auto","2192","38","548","Build a QA checklist for verifying that a build matches the design. Use at implementation review. For the spec engineers build from, use `handoff-spec`."
"Owl-Listener/designer-skills","design-rationale","designer-toolkit/skills","designer-toolkit/skills/design-rationale","absent","auto","1899","46","475","Write rationale connecting decisions to user needs, business goals, and principles. Use when a decision needs defending in writing. For a live conversation, use `design-negotiation`."
"Owl-Listener/designer-skills","design-review-process","design-ops/skills","design-ops/skills/design-review-process","absent","auto","1873","44","469","Establish review gates — criteria, checkpoints, and approval flow. Use when work ships without consistent review. For running one individual session, use `design-critique`."
"Owl-Listener/designer-skills","design-sprint-plan","design-ops/skills","design-ops/skills/design-sprint-plan","absent","auto","1937","44","485","Plan and facilitate a design sprint from challenge framing through prototype testing. Use when compressing discovery into days. For ongoing team cadence, use `team-workflow`."
"Owl-Listener/designer-skills","design-system-adoption","designer-toolkit/skills","designer-toolkit/skills/design-system-adoption","absent","auto","2239","54","560","Create adoption strategy and enablement materials to drive design system usage. Use when the system exists but teams ignore it. For contribution and versioning rules, use `design-system-governance` (design-systems)."
"Owl-Listener/designer-skills","design-system-governance","design-systems/skills","design-systems/skills/design-system-governance","absent","auto","5151","69","1288","Define how the system evolves — contribution model, versioning, deprecation, and change management. Use when multiple teams contribute. For driving uptake use `design-system-adoption` (designer-toolkit); for design file history use `version-control-strategy` (design-ops)."
"Owl-Listener/designer-skills","design-token","design-systems/skills","design-systems/skills/design-token","absent","auto","1581","64","396","Define and organise tokens for colour, spacing, type, and elevation with naming and usage rules. Use when establishing the token layer. For auditing existing usage use `design-token-audit` (designer-toolkit); for multi-brand mapping use `theming-system`."
"Owl-Listener/designer-skills","design-token-audit","designer-toolkit/skills","designer-toolkit/skills/design-token-audit","absent","auto","1984","55","496","Audit token usage across a product for coverage, drift, and hard-coded values. Use when tokens exist and you suspect they are being bypassed. For defining tokens in the first place, use `design-token` (design-systems)."
"Owl-Listener/designer-skills","diary-study-plan","design-research/skills","design-research/skills/diary-study-plan","absent","auto","1281","49","321","Design a diary study — prompts, cadence, duration, participant criteria, and analysis frame. Use when behaviour unfolds over days or weeks. For a single-session study, use `usability-test-plan`."
"Owl-Listener/designer-skills","documentation-template","design-systems/skills","design-systems/skills/documentation-template","absent","auto","1195","50","299","Generate a reusable documentation scaffold for components, patterns, or guidelines. Use when standardising how the system is documented. For the content of one component's spec, use `component-spec`."
"Owl-Listener/designer-skills","doherty-threshold","interaction-design/skills","interaction-design/skills/doherty-threshold","absent","auto","3835","56","959","Apply the Doherty Threshold — keep system response under 400ms to preserve user flow. Use when diagnosing perceived slowness or setting a performance budget. For what to show during unavoidable waits, use `loading-states`."
"Owl-Listener/designer-skills","empathy-map","design-research/skills","design-research/skills/empathy-map","absent","auto","1995","57","499","Build a Says, Thinks, Does, Feels map for one user or segment. Use when sharing user understanding quickly. For a composite archetype with goals and behaviours use `user-persona`; for cross-session themes use `affinity-diagram`."
"Owl-Listener/designer-skills","error-handling-ux","interaction-design/skills","interaction-design/skills/error-handling-ux","absent","auto","1999","53","500","Design error prevention, detection, and recovery across a product — message content, placement, and escape routes. Use when errors span multiple flows. For validation inside a single form, use `form-design`."
"Owl-Listener/designer-skills","experience-map","ux-strategy/skills","ux-strategy/skills/experience-map","absent","auto","1442","65","361","Map the full ecosystem of touchpoints, channels, and relationships across a service. Use when the experience spans more than one product. For one persona's linear journey use `journey-map` (design-research); for backstage operations use `service-blueprint`."
"Owl-Listener/designer-skills","feedback-patterns","interaction-design/skills","interaction-design/skills/feedback-patterns","absent","auto","2169","57","543","Design confirmations, status updates, and notifications that tell users an action registered. Use when the system must acknowledge success or change. For waiting states use `loading-states`; for failures use `error-handling-ux`."
"Owl-Listener/designer-skills","fitts-law","interaction-design/skills","interaction-design/skills/fitts-law","absent","auto","3579","49","895","Apply Fitts's Law — target acquisition time depends on size and distance. Use when sizing and positioning controls, especially for touch. For how many controls to show at once, use `hicks-law`."
"Owl-Listener/designer-skills","form-design","interaction-design/skills","interaction-design/skills/form-design","absent","auto","4047","54","1012","Design a form end to end — field order, grouping, validation, and completion. Use when the artifact is a form. For product-wide error strategy use `error-handling-ux`; for first-run signup use `onboarding-design`."
"Owl-Listener/designer-skills","gesture-patterns","interaction-design/skills","interaction-design/skills/gesture-patterns","absent","auto","2051","55","513","Design gesture interactions for touch and pointer — swipe, drag, long-press, and their discoverability. Use when input is gestural. For OS-standard gestures on iOS and Android, use `platform-conventions` (ui-design)."
"Owl-Listener/designer-skills","handoff-spec","design-ops/skills","design-ops/skills/handoff-spec","absent","auto","2033","67","509","Write the implementation handoff — measurements, behaviours, assets, states, and edge cases. Use when engineering picks up the work. For verifying the result afterwards use `design-qa-checklist`; for reusable library components use `component-spec` (design-systems)."
"Owl-Listener/designer-skills","heuristic-evaluation","prototyping-testing/skills","prototyping-testing/skills/heuristic-evaluation","absent","auto","2024","58","506","Run an expert review against Nielsen's heuristics and domain criteria, with severity ratings. Use when you need findings without recruiting participants. For a facilitated team feedback session, use `design-critique` (design-ops)."
"Owl-Listener/designer-skills","hicks-law","interaction-design/skills","interaction-design/skills/hicks-law","absent","auto","2703","50","676","Apply Hick's Law — decision time grows with the number of simultaneous choices. Use when a screen offers too many options at once. For how many items survive in memory afterwards, use `millers-law`."
"Owl-Listener/designer-skills","icon-system","design-systems/skills","design-systems/skills/icon-system","absent","auto","1157","49","290","Specify an icon system — grid, sizing, stroke weight, naming, categories, and implementation. Use when standardising iconography. For broader illustration, use `illustration-style` (ui-design)."
"Owl-Listener/designer-skills","illustration-style","ui-design/skills","ui-design/skills/illustration-style","absent","auto","1915","49","479","Define an illustration style guide — visual language, colour usage, and application rules. Use when commissioning or standardising illustration. For icons, use `icon-system` (design-systems)."
"Owl-Listener/designer-skills","information-architecture","ux-strategy/skills","ux-strategy/skills/information-architecture","absent","auto","3422","66","856","Design content structure, hierarchy, labelling, and the navigation model. Use when organising what exists. For the UI that exposes it use `navigation-patterns` (interaction-design); for user-generated grouping evidence use `card-sort-analysis` (design-research)."
"Owl-Listener/designer-skills","interfaces-that-feel","interaction-design/skills","interaction-design/skills/interfaces-that-feel","absent","auto","4016","66","1004","Apply an emotional resonance lens to a UI that is technically correct but flat, prescribing changes at the copy, motion, and interaction layer. Use when a design tests fine but lands cold. For the polish-perception argument, use `aesthetic-usability` (ui-design)."
"Owl-Listener/designer-skills","interview-script","design-research/skills","design-research/skills/interview-script","absent","auto","2694","42","674","Write a structured interview guide — warm-up, core exploration, and wrap-up. Use before running interviews. For analysing what comes back, use `summarize-interview`."
"Owl-Listener/designer-skills","jakobs-law","interaction-design/skills","interaction-design/skills/jakobs-law","absent","auto","4083","58","1021","Apply Jakob's Law — users expect your product to work like the others they already use. Use when deciding whether to innovate on a familiar pattern. For OS-mandated conventions specifically, use `platform-conventions` (ui-design)."
"Owl-Listener/designer-skills","jobs-to-be-done","design-research/skills","design-research/skills/jobs-to-be-done","absent","auto","1636","45","409","Map functional, emotional, and social jobs with outcome expectations. Use when reframing decisions around motivation rather than features. For who the user is, use `user-persona`."
"Owl-Listener/designer-skills","journey-map","design-research/skills","design-research/skills/journey-map","absent","auto","2117","69","530","Map one persona's end-to-end experience with stages, touchpoints, emotions, and pain points. Use when improving an existing experience. For the multi-channel ecosystem use `experience-map` (ux-strategy); for screen-level paths use `user-flow-diagram` (prototyping-testing)."
"Owl-Listener/designer-skills","law-of-closure","ui-design/skills","ui-design/skills/law-of-closure","absent","auto","4711","58","1178","Apply the Law of Closure — the eye completes implied shapes from partial forms. Use when reducing visual weight by dropping borders or letting negative space suggest structure. For explicit containers, use `law-of-common-region`."
"Owl-Listener/designer-skills","law-of-common-region","ui-design/skills","ui-design/skills/law-of-common-region","absent","auto","3028","55","757","Apply the Law of Common Region — a shared container, background, or border groups elements regardless of spacing. Use when grouping must survive a tight layout. For grouping by spacing alone, use `law-of-proximity`."
"Owl-Listener/designer-skills","law-of-continuity","ui-design/skills","ui-design/skills/law-of-continuity","absent","auto","4468","56","1117","Apply the Law of Continuity — the eye follows alignment and unbroken paths. Use when sequencing steps, aligning content, or designing carousels and timelines. For grouping rather than sequencing, use `law-of-proximity`."
"Owl-Listener/designer-skills","law-of-figure-ground","ui-design/skills","ui-design/skills/law-of-figure-ground","absent","auto","5048","55","1262","Apply the Law of Figure-Ground — establish which layer is foreground and actionable versus background. Use when designing modals, overlays, and depth. For emphasising one element among peers, use `von-restorff-effect`."
"Owl-Listener/designer-skills","law-of-proximity","ui-design/skills","ui-design/skills/law-of-proximity","absent","auto","2709","62","678","Apply the Law of Proximity — spatial closeness groups elements more strongly than any other cue. Use when spacing alone must carry grouping. For grouping via containers use `law-of-common-region`; via shared appearance use `law-of-similarity`."
"Owl-Listener/designer-skills","law-of-similarity","ui-design/skills","ui-design/skills/law-of-similarity","absent","auto","4744","52","1186","Apply the Law of Similarity — shared colour, shape, or size signals that elements belong to one category. Use when signalling relationships across distance. For grouping by position, use `law-of-proximity`."
"Owl-Listener/designer-skills","layout-grid","ui-design/skills","ui-design/skills/layout-grid","absent","auto","1650","59","413","Define a responsive grid — columns, gutters, margins, and breakpoint behaviour. Use when establishing page structure. For the spacing scale inside components use `spacing-system`; for cross-device behaviour use `responsive-design`."
"Owl-Listener/designer-skills","loading-states","interaction-design/skills","interaction-design/skills/loading-states","absent","auto","1954","60","489","Design waiting experiences — spinners, skeletons, optimistic updates, and progressive reveal. Use when content takes time to arrive. For the latency budget itself use `doherty-threshold`; for success confirmation use `feedback-patterns`."
"Owl-Listener/designer-skills","localization-design","design-systems/skills","design-systems/skills/localization-design","absent","auto","5381","57","1346","Design for multiple languages, writing directions, and cultural contexts — text expansion, RTL mirroring, and locale formats. Use when shipping beyond one locale. For the words themselves, use `ux-writing` (designer-toolkit)."
"Owl-Listener/designer-skills","metrics-definition","ux-strategy/skills","ux-strategy/skills/metrics-definition","absent","auto","1269","50","318","Define UX metrics and KPIs that connect design decisions to measurable outcomes. Use when choosing what to measure. For presenting the results afterwards, use `design-impact-reporting` (design-ops)."
"Owl-Listener/designer-skills","micro-interaction-spec","interaction-design/skills","interaction-design/skills/micro-interaction-spec","absent","auto","1900","61","475","Specify one micro-interaction completely — trigger, rules, feedback, loops, and modes. Use when handing a single interaction to engineering. For motion craft alone use `animation-principles`; for multi-state components use `state-machine`."
"Owl-Listener/designer-skills","millers-law","interaction-design/skills","interaction-design/skills/millers-law","absent","auto","2752","50","688","Apply Miller's Law — chunk information into groups of about four to fit working memory. Use when grouping fields, menu items, or steps. For reducing the number of choices offered, use `hicks-law`."
"Owl-Listener/designer-skills","motion-system","design-systems/skills","design-systems/skills/motion-system","absent","auto","4573","63","1144","Define motion tokens — durations, easing vocabulary, and reduced-motion handling — for consistency product-wide. Use when standardising motion across a system. For crafting one specific animation, use `animation-principles` (interaction-design)."
"Owl-Listener/designer-skills","naming-convention","design-systems/skills","design-systems/skills/naming-convention","absent","auto","1259","49","315","Establish naming rules for components, tokens, and layers with patterns and worked examples. Use when names are inconsistent or being set. For what the tokens actually contain, use `design-token`."
"Owl-Listener/designer-skills","navigation-patterns","interaction-design/skills","interaction-design/skills/navigation-patterns","absent","auto","4229","65","1058","Select and design a navigation pattern — tabs, drawer, hierarchy, or hub — matched to product structure and user tasks. Use when choosing how users move between sections. For the underlying content structure, use `information-architecture` (ux-strategy)."
"Owl-Listener/designer-skills","north-star-vision","ux-strategy/skills","ux-strategy/skills/north-star-vision","absent","auto","1245","43","312","Articulate a long-horizon product vision that aligns teams and anchors strategy. Use when direction is contested or absent. For near-term project scope, use `design-brief`."
"Owl-Listener/designer-skills","onboarding-design","interaction-design/skills","interaction-design/skills/onboarding-design","absent","auto","4544","51","1136","Design the first-run experience — activation path, progressive disclosure, and time to first value. Use for a user's very first session. For the mechanics of the signup form itself, use `form-design`."
"Owl-Listener/designer-skills","opportunity-framework","ux-strategy/skills","ux-strategy/skills/opportunity-framework","absent","auto","1151","44","288","Identify, score, and prioritise design opportunities against impact and effort. Use when there are more ideas than capacity. For framing the one you choose, use `design-brief`."
"Owl-Listener/designer-skills","parallel-concepts","prototyping-testing/skills","prototyping-testing/skills/parallel-concepts","absent","auto","3747","72","937","Build several genuinely different solutions to the same problem at once, spread across what the user does rather than how it looks. Use when one direction is on the table and the team is about to refine it by default. For choosing between the concepts afterwards, use `concept-selection`."
"Owl-Listener/designer-skills","pattern-library","design-systems/skills","design-systems/skills/pattern-library","absent","auto","1353","54","339","Structure a pattern entry — problem context, solution, usage examples, and related patterns. Use when documenting a recurring solution rather than a component. For a single component's API, use `component-spec`."
"Owl-Listener/designer-skills","peak-end-rule","interaction-design/skills","interaction-design/skills/peak-end-rule","absent","auto","4081","55","1021","Apply the Peak-End Rule — a flow is remembered by its most intense moment and its last. Use when designing completion, celebration, or cancellation moments. For sustaining engagement mid-flow, use `zeigarnik-effect`."
"Owl-Listener/designer-skills","platform-conventions","ui-design/skills","ui-design/skills/platform-conventions","absent","auto","6731","65","1683","Design to iOS and Android conventions — what each OS mandates, where they diverge, and when to unify. Use when shipping native apps. For breakpoint adaptation use `responsive-design`; for matching competitor patterns use `jakobs-law` (interaction-design)."
"Owl-Listener/designer-skills","presentation-deck","designer-toolkit/skills","designer-toolkit/skills/presentation-deck","absent","auto","2237","49","560","Structure a design presentation for a specific audience and decision. Use when presenting internally. For a portfolio narrative use `case-study`; for the written argument use `design-rationale`."
"Owl-Listener/designer-skills","prototype-strategy","prototyping-testing/skills","prototyping-testing/skills/prototype-strategy","absent","auto","1896","45","474","Choose prototype fidelity and method to match the design question and the decision at stake. Use before building a prototype. For what to test once it exists, use `test-scenario`."
"Owl-Listener/designer-skills","qual-quant-triangulation","design-research/skills","design-research/skills/qual-quant-triangulation","absent","auto","7444","78","923","Reconcile what the numbers say with what users say, and design the study that settles it rather than restates it. Use when behavioural data and research findings point different ways. For reading the data on its own, use `behavioural-analytics`; for synthesising interviews on their own, use `affinity-diagram`."
"Owl-Listener/designer-skills","readable-measure","ui-design/skills","ui-design/skills/readable-measure","absent","auto","2280","50","570","Set line length and measure for comfortable reading across type sizes and breakpoints. Use when tuning body text. Covers measure only — for the full size and weight scale, use `typography-scale`."
"Owl-Listener/designer-skills","research-repository","design-research/skills","design-research/skills/research-repository","absent","auto","5626","47","1407","Build a repository that makes findings findable, reusable, and cumulative across teams. Use when the same research keeps getting redone. For synthesising one study, use `affinity-diagram`."
"Owl-Listener/designer-skills","responsive-design","ui-design/skills","ui-design/skills/responsive-design","clash","auto","1770","58","443","Design layouts and interactions that adapt across screen sizes and input methods. Use when one design must serve many viewports. For the underlying column grid use `layout-grid`; for OS-specific patterns use `platform-conventions`."
"Owl-Listener/designer-skills","search-ux","interaction-design/skills","interaction-design/skills/search-ux","absent","auto","4409","44","1103","Design search — query input, zero results, refinement, and result presentation. Use when users retrieve rather than browse. For browse structure, use `navigation-patterns`."
"Owl-Listener/designer-skills","serial-position-effect","interaction-design/skills","interaction-design/skills/serial-position-effect","absent","auto","4034","57","1009","Apply the Serial Position Effect — first and last items in a sequence are recalled best. Use when ordering menus, lists, and steps. For emphasising one item regardless of its position, use `von-restorff-effect` (ui-design)."
"Owl-Listener/designer-skills","service-blueprint","ux-strategy/skills","ux-strategy/skills/service-blueprint","absent","auto","4146","53","1037","Map service delivery across frontstage actions, backstage processes, and supporting systems. Use when staff and operations are part of the experience. For the customer-visible layer only, use `experience-map`."
"Owl-Listener/designer-skills","spacing-system","ui-design/skills","ui-design/skills/spacing-system","absent","auto","1454","45","364","Create a spacing scale from a base unit with rules for when each step applies. Use when standardising padding and margins. For page-level columns and gutters, use `layout-grid`."
"Owl-Listener/designer-skills","stakeholder-alignment","ux-strategy/skills","ux-strategy/skills/stakeholder-alignment","absent","auto","1298","54","325","Build alignment artifacts — responsibility matrices, decision rights, and communication plans. Use when unclear ownership stalls decisions. For persuading in the moment, use `design-negotiation` (designer-toolkit)."
"Owl-Listener/designer-skills","state-machine","interaction-design/skills","interaction-design/skills/state-machine","absent","auto","1993","57","499","Model component behaviour as explicit states, events, and transitions. Use when a component has many interacting states that must be exhaustive. For the feel and feedback of a single interaction, use `micro-interaction-spec`."
"Owl-Listener/designer-skills","summarize-interview","design-research/skills","design-research/skills/summarize-interview","absent","auto","1436","44","359","Turn one interview transcript into themes, supporting quotes, and action items. Use immediately after a session. For synthesising many sessions at once, use `affinity-diagram`."
"Owl-Listener/designer-skills","survey-design","design-research/skills","design-research/skills/survey-design","absent","auto","5650","57","1413","Design unbiased survey instruments — question wording, scales, and sampling — to measure attitudes at scale. Use when you need quantitative breadth. For behavioural experiments, use `a-b-test-design` (prototyping-testing)."
"Owl-Listener/designer-skills","team-workflow","design-ops/skills","design-ops/skills/team-workflow","absent","auto","2265","48","567","Design the team's operating rhythm — task management, collaboration rituals, and tooling. Use when the day-to-day cadence needs structure. For a time-boxed sprint, use `design-sprint-plan`."
"Owl-Listener/designer-skills","teslers-law","interaction-design/skills","interaction-design/skills/teslers-law","absent","auto","4025","50","1007","Apply Tesler's Law — every process has irreducible complexity that someone must absorb. Use when deciding whether the product or the user carries it. For reducing apparent choice, use `hicks-law`."
"Owl-Listener/designer-skills","test-scenario","prototyping-testing/skills","prototyping-testing/skills/test-scenario","absent","auto","1773","53","444","Write realistic usability task scenarios with success criteria and facilitation notes. Use when you have a study and need the tasks. For the surrounding study design, use `usability-test-plan` (design-research)."
"Owl-Listener/designer-skills","theming-system","design-systems/skills","design-systems/skills/theming-system","absent","auto","1448","67","362","Design theming architecture — brand variants, dark mode, and high-contrast — mapped through token layers. Use when one system must serve multiple themes. For a single palette use `color-system` (ui-design); for dark mode craft use `dark-mode-design` (ui-design)."
"Owl-Listener/designer-skills","typography-scale","ui-design/skills","ui-design/skills/typography-scale","absent","auto","1585","63","397","Create a modular type scale with size, weight, and line-height relationships. Use when establishing typographic structure. For line length only use `readable-measure`; for judging type on an existing screen use `critique-typography` (visual-critique)."
"Owl-Listener/designer-skills","usability-test-plan","design-research/skills","design-research/skills/usability-test-plan","absent","auto","1677","61","420","Design a usability study — research questions, methodology, participant criteria, metrics, and facilitation guide. Use when planning the study as a whole. For writing the task scenarios inside it, use `test-scenario` (prototyping-testing)."
"Owl-Listener/designer-skills","user-flow-diagram","prototyping-testing/skills","prototyping-testing/skills/user-flow-diagram","absent","auto","1833","46","459","Diagram screen-level paths, decision points, and branch logic. Use when specifying how a feature is traversed. For the emotional end-to-end arc, use `journey-map` (design-research)."
"Owl-Listener/designer-skills","user-persona","design-research/skills","design-research/skills/user-persona","absent","auto","2452","60","613","Build research-grounded personas with goals, frustrations, and behavioural patterns. Use when decisions need a consistent user reference. For one session's emotional snapshot use `empathy-map`; for motivation framing use `jobs-to-be-done`."
"Owl-Listener/designer-skills","ux-writing","designer-toolkit/skills","designer-toolkit/skills/ux-writing","absent","auto","2093","48","524","Write interface copy — microcopy, error messages, empty states, and CTAs. Use when the words are the deliverable. For content structure and ownership, use `content-strategy` (ux-strategy)."
"Owl-Listener/designer-skills","version-control-strategy","design-ops/skills","design-ops/skills/version-control-strategy","absent","auto","1912","56","478","Define version control for design files, components, and libraries — branching, naming, and release. Use when file history is chaotic. For design system contribution rules, use `design-system-governance` (design-systems)."
"Owl-Listener/designer-skills","visual-hierarchy","ui-design/skills","ui-design/skills/visual-hierarchy","absent","auto","1913","56","479","Establish hierarchy through size, weight, colour, spacing, and position so the eye lands in the intended order. Use when composing new work. For judging an existing screen, use `critique-visual-hierarchy` (visual-critique)."
"Owl-Listener/designer-skills","von-restorff-effect","ui-design/skills","ui-design/skills/von-restorff-effect","absent","auto","2427","56","607","Apply the Von Restorff Effect — the element that differs from its neighbours is the one remembered. Use when a single action must dominate. For overall ordering rather than single-element emphasis, use `visual-hierarchy`."
"Owl-Listener/designer-skills","wireframe-spec","prototyping-testing/skills","prototyping-testing/skills/wireframe-spec","absent","auto","1771","46","443","Specify wireframe layout — content priority, component placement, and annotation. Use when defining structure before visual design. For grid mechanics, use `layout-grid` (ui-design)."
"Owl-Listener/designer-skills","zeigarnik-effect","interaction-design/skills","interaction-design/skills/zeigarnik-effect","absent","auto","3659","51","915","Apply the Zeigarnik Effect — incomplete tasks stay mentally active. Use when designing progress indicators, saved drafts, and return hooks. For the emotional shape of the ending, use `peak-end-rule`."
